CORINTHIANS;t;BRA;1;ffffff;000000;000000;
Bruno Rodrigo;df;BRA;;1;
Durval;df;BRA;;1;
Edu Dracena;df;BRA;;1;
Para;df;BRA;;0;
Leo;df;BRA;;0;
Alan Patric;md;BRA;;1;
Ganso;md;BRA;;1;
Arouca;md;BRA;;1;
Marquinhos;md;BRA;;1;
Roberto Brum;md;BRA;;0;
Keirrison;av;BRA;;1;
Neymar;av;BRA;;1;
Ze Eduardo;av;BRA;;0;
VITORIA;t;BRA;2;000000;ff0000;ff0000;
Lee;gr;BRA;;1;
Viafara;gr;COL;;0;
Nino;df;BRA;;1;
Vitor Ramos;df;BRA;;1;
Anderson Martins;df;BRA;;1;
Wallace;df;BRA;;1;
Egidio;df;BRA;;0;
Elton;md;BRA;;1;
Vanderson;md;BRA;;1;
Ramon;md;BRA;;1;
Bida;md;BRA;;1;
Lenilson;md;BRA;;0;
Elkeson;md;BRA;;0;
Kleber Pereira;av;BRA;;1;
Schwenck;av;BRA;;1;
Soares;av;BRA;;0;
GOIAS;t;BRA;2;00ff00;ffffff;ffffff;
Harlei;gr;BRA;;1;
Rodrigo;gr;BRA;;0;
Augusto;df;BRA;;1;
Rafael Toloi;df;BRA;;1;
Ernando;df;BRA;;1;
Jadilson;df;BRA;;1;
Junior;df;BRA;;0;
Wellington Saci;df;BRA;;0;
Bernardo;md;BRA;;1;
Carlos Alberto;md;BRA;;1;
Amaral;md;BRA;;1;
Jonilson;md;BRA;;1;
Everton Santos;av;BRA;;0;
Rafael Moura;av;BRA;;1;
Felipe;av;BRA;;1;
Otacilio Neto;av;BRA;;0;
CORITIBA;t;BRA;2;ffffff;00ff00;00ff00;
Vanderlei;gr;BRA;;0;
Edson Bastos;gr;BRA;;1;
Angelo;df;BRA;;1;
Demerson;df;BRA;;1;
Lucas Mendes;df;BRA;;1;
Jeci;df;BRA;;1;
Triguinho;df;BRA;;0;
Renatinho;md;BRA;;1;
Leandro Donizete;md;BRA;;1;
Leo Gago;md;BRA;;1;
Marcos Paulo;md;BRA;;1;
Renatinho;md;BRA;;0;
Tcheco;md;BRA;;0;
Betinho;av;BRA;;1;
Marcos Aurelio;av;BRA;;1;
Bill;av;BRA;;0;
VASCO;t;BRA;2;ffffff;000000;ff0000;
Tiago;gr;BRA;;0;
Fernado Prass;gr;BRA;;1;
Titi;df;BRA;;1;
Fernando;df;BRA;;1;
Dede;df;BRA;;1;
Max;df;BRA;;1;
Gustavo;df;BRA;;0;
Fagner;df;BRA;;0;
Felipe;md;BRA;;1;
Fumagalli;md;BRA;;1;
Jumar;md;BRA;;1;
Nilton;md;BRA;;1;
Carlos Alberto;md;BRA;;0;
Rafael Coelho;av;BRA;;1;
Ze Roberto;av;BRA;;1;
Eder Luis;av;BRA;;0;
SPORT;t;BRA;3;ff0000;ffff00;000000;
Magrao;gr;BRA;;1;
Saulo;gr;BRA;;0;
Andre Leone;df;BRA;;1;
Dutra;df;BRA;;1;
Eduardo Ratinho;df;BRA;;1;
Cesar;df;BRA;;1;
Igor;df;BRA;;0;
Daniel Paulista;df;BRA;;0;
Sandro Goiano;md;BRA;;1;
Germano;md;BRA;;1;
Kassio;md;BRA;;1;
Moises;md;BRA;;1;
Ze Antonio;md;BRA;;0;
Nadson;av;BRA;;1;
Ciro;av;BRA;;0;
Marcelinho Pba;av;BRA;;1;
SANTO ANDRE;t;BRA;3;0000ff;ff0000;ffff00;
Neneca;gr;BRA;;1;
Julio Cesar;gr;BRA;;0;
Gustavo Nery;df;BRA;;1;
Vinicius;df;BRA;;1;
Marcelo Godri;df;BRA;;1;
Halisson;df;BRA;;1;
Cesinha;df;BRA;;0;
Cicinho;df;BRA;;0;
Altair;md;BRA;;1;
Makelele;md;BRA;;1;
Ricardo Goulart;md;BRA;;1;
Pio;md;BRA;;1;
Anderson Gomes;md;BRA;;0;
Borebi;av;BRA;;1;
Rodrigao;av;BRA;;1;
Sandro Hiroshi;av;BRA;;0;
FIGUEIRENSE;t;BRA;3;ffffff;000000;00ff00;
Wilson;gr;BRA;;1;
Ricardo Ernesto;gr;BRA;;0;
Alexandre;df;BRA;;1;
Rafael Lima;df;BRA;;1;
Joao Paulo;df;BRA;;1;
Lucas;df;BRA;;1;
Juninho;df;BRA;;0;
Roger Carvalho;df;BRA;;0;
Coutinho;md;BRA;;1;
Ernane;md;BRA;;1;
Robertinho;md;BRA;;1;
Jeovanio;md;BRA;;1;
Ygor;md;BRA;;0;
Lucero;av;ARG;;1;
Reinaldo;av;BRA;;1;
Willian;av;BRA;;0;
PARANA;t;BRA;3;ff0000;0000ff;ffffff;
Juninho;gr;BRA;;1;
Thiago Rodrigues;gr;BRA;;0;
Irineu;df;BRA;;1;
Jefferson;df;BRA;;1;
Kim;df;BRA;;1;
Tiago Alencar;df;BRA;;1;
Luis Henrique;df;BRA;;0;
Murilo;df;BRA;;0;
Chicao;md;BRA;;1;
Diogo;md;BRA;;1;
Elvis;md;BRA;;1;
Ives;md;BRA;;1;
Luiz Camargo;md;BRA;;0;
Anderson Aquino;av;BRA;;1;
Rodrigo Pimpao;av;BRA;;1;
Somalia;av;BRA;;0;
SAO CAETANO;t;BRA;3;0000ff;ff0000;ffffff;
Luiz;gr;BRA;;1;
Leandro;gr;BRA;;0;
Anderson Marques;df;BRA;;1;
Bruno Recife;df;BRA;;1;
Douglas;df;BRA;;1;
Glauber;df;BRA;;1;
Marcelo Bttais;df;BRA;;0;
Everton Ribeiro;df;BRA;;0;
Adriano;md;BRA;;1;
Dias;md;BRA;;1;
Jairo;md;BRA;;1;
Lucas;md;BRA;;1;
Moradei;md;BRA;;0;
Christian;av;BRA;;1;
Ney Mineiro;av;BRA;;1;
Pedrao;av;BRA;;0;
NAUTICO;t;BRA;3;ffffff;ff0000;ff0000;
Gledson;gr;BRA;;1;
Rodrigo;gr;BRA;;0;
Cesar Prates;df;BRA;;1;
Diego Bispo;df;BRA;;1;
Walter;df;BRA;;1;
Wescley;df;BRA;;1;
Ze Carlos;df;BRA;;0;
Francismar;md;BRA;;1;
Joao Henrique;md;BRA;;1;
Thiaguinho;md;BRA;;1;
Marcio Tinga;md;BRA;;1;
Ramirez;md;BRA;;0;
Tiago Lima;md;BRA;;0;
Bruno Meneghel;av;BRA;;1;
Bruno Veiga;av;BRA;;1;
Geilson;av;BRA;;0;
PORTUGUESA;t;BRA;3;00ff00;ff0000;ff0000;
Weverton;gr;BRA;;1;
Andrey;gr;BRA;;0;
Athirson;df;BRA;;1;
Domingos;df;BRA;;1;
Fabricio;df;BRA;;1;
Preto Costa;df;BRA;;1;
Thiago Gomes;df;BRA;;0;
Paulo Sergio;df;BRA;;0;
Acleisson;md;BRA;;1;
Heverton;md;BRA;;1;
Glauber;md;BRA;;1;
Marco Antonio;md;BRA;;1;
Marcos Paulo;md;BRA;;0;
Luis Ricardo;av;BRA;;1;
Ze Carlos;av;BRA;;1;
Dodo;av;BRA;;0;
AVAI;t;BRA;3;ffffff;0000ff;0000ff;
Ze Carlos;gr;BRA;;1;
Renan;gr;BRA;;0;
Emerson;df;BRA;;1;
Gabriel;df;BRA;;1;
Patric;df;BRA;;1;
Emerson Nunes;df;BRA;;1;
Eltinho;df;BRA;;0;
Caio;md;BRA;;1;
David;md;BRA;;1;
Fredson;md;BRA;;1;
Odair;md;BRA;;1;
Robson;md;BRA;;0;
Rafael Costa;av;BRA;;1;
Roberto;av;BRA;;1;
Robinho;av;BRA;;0;
Vandinho;av;BRA;;0;
JUVENTUDE;t;BRA;4;00ff00;ffffff;ffffff;
Carlao;gr;BRA;;1;
Jonatas;gr;BRA;;0;
Bressan;df;BRA;;1;
Calisto;df;BRA;;1;
Celsinho;df;BRA;;1;
Marcao;df;BRA;;1;
Luiz Felipe;df;BRA;;0;
Fabricio;md;BRA;;1;
Christian;md;BRA;;1;
Gustavo;md;BRA;;1;
Jander;md;BRA;;1;
Tiago Renz;md;BRA;;0;
Tiago Silva;md;BRA;;0;
Hiago;av;BRA;;1;
Jean Coral;av;BRA;;1;
Julio Madureira;av;BRA;;0;
PRUDENTE;t;BRA;4;ffffff;0000ff;ff0000;
Giovanni;gr;BRA;;1;
Marcio;gr;BRA;;0;
Bruno Ribeiro;df;BRA;;1;
Diego Giaretta;df;BRA;;1;
Flavio;df;BRA;;1;
Leonardo;df;BRA;;1;
Robson;df;BRA;;0;
Anderson Trind;md;BRA;;1;
Deyvid Saconi;md;BRA;;1;
Fabiano Gadelha;md;BRA;;1;
Marcelo Oliveira;md;BRA;;1;
Rodrigo Mancha;md;BRA;;0;
Sacha;md;BRA;;0;
Araujo;av;BRA;;1;
Wanderley;av;BRA;;1;
Willian;av;BRA;;0;
ATLETICO-GO;t;BRA;4;ff0000;000000;000000;
Edson;gr;BRA;;1;
Marcio;gr;BRA;;0;
Chiquinho;df;BRA;;1;
Gilson;df;BRA;;1;
Welton Felipe;df;BRA;;1;
Rodrigo Santos;df;BRA;;1;
Thiago Feltri;df;BRA;;0;
Erandir;md;BRA;;1;
Anailson;md;BRA;;1;
Pituca;md;BRA;;1;
Ramalho;md;BRA;;1;
Robson;md;BRA;;0;
Weslley;md;BRA;;0;
Marcao;av;BRA;;0;
Elias;av;BRA;;1;
Carlinhos Bala;av;BRA;;1;
GUARANI;t;BRA;4;00ff00;ffffff;ffffff;
Douglas;gr;BRA;;1;
Juliano;gr;BRA;;0;
Apodi;df;BRA;;1;
Aislan;df;BRA;;1;
Fabao;df;BRA;;1;
Marcio Careca;df;BRA;;1;
Moreno;df;BRA;;0;
Rodrigo Heffner;df;BRA;;0;
Baiano;md;BRA;;1;
Maycon;md;BRA;;1;
Mario Lucio;md;BRA;;1;
Renan;md;BRA;;0;
Vitor Junior;md;BRA;;1;
Geovane;av;BRA;;1;
Reinaldo;av;BRA;;0;
Mazola;av;BRA;;1;
BOTAFOGO SP;t;BRA;4;ff0000;000000;000000;
Cleber;gr;BRA;;1;
Julio Cesar;gr;BRA;;0;
Andrezinho;df;BRA;;1;
Cassio;df;BRA;;1;
Cleiton;df;BRA;;1;
Leandro Amaro;df;BRA;;1;
Wando;df;BRA;;0;
Paulinho;md;BRA;;1;
Ademir Sopa;md;BRA;;1;
Paulo Santos;md;BRA;;1;
Augusto Recife;md;BRA;;1;
Xuxa;md;BRA;;0;
Rodrigo Pontes;md;BRA;;0;
Adriano;av;BRA;;1;
Ricardinho;av;BRA;;1;
Andre Neles;av;BRA;;0;
PONTE PRETA;t;BRA;4;ffffff;000000;000000;
Eduardo Martini;gr;BRA;;1;
Gilson;gr;BRA;;0;
Eduardo Arroz;df;BRA;;1;
Bruno Collaco;df;BRA;;1;
Fabinho;df;BRA;;1;
Edilson;df;BRA;;1;
Evaldo;df;BRA;;0;
Vicente;df;BRA;;0;
Gonzalez;md;CHI;;1;
Ivo;md;BRA;;1;
Pirao;md;BRA;;1;
Andre;md;BRA;;1;
Souza;md;BRA;;0;
William;av;BRA;;1;
Kieza;av;BRA;;1;
Daniel Lovinho;av;BRA;;0;
IPATINGA;t;BRA;4;0000ff;ffffff;ffffff;
Douglas;gr;BRA;;1;
Ranieri;gr;BRA;;0;
Duilio;df;BRA;;1;
Marcelinho;df;BRA;;1;
Marinho;df;BRA;;1;
Max;df;BRA;;1;
Thiago Matias;df;BRA;;0;
Silvio;df;BRA;;0;
Chiquinho;md;BRA;;1;
Leo Mineiro;md;BRA;;1;
Max Carrasco;md;BRA;;1;
Tallys;md;BRA;;1;
Newton;md;BRA;;0;
Alessandro;av;BRA;;1;
Leo Santiago;av;BRA;;1;
Preto;av;BRA;;0;
BRASILIENSE;t;BRA;4;ffff00;00ff00;00ff00;
Guto;gr;BRA;;1;
Eduardo;gr;BRA;;0;
Cicinho;df;BRA;;1;
Cesar Gaucho;df;BRA;;1;
Edinho;df;BRA;;1;
Kaka;df;BRA;;1;
Marco Aurelio;df;BRA;;0;
Tamandare;df;BRA;;0;
Miltao;md;BRA;;1;
Rosembrick;md;BRA;;1;
Thiaguinho;md;BRA;;1;
Iranildo;md;BRA;;1;
Adrianinho;md;BRA;;0;
Aloisio;av;BRA;;1;
Acosta;av;URU;;1;
Enilton;av;BRA;;0;
